admin_old_district_name,admin_old_block_mandal_name,admin_village_code,admin_village_name,crop,health_category,sample_farms,labelled_farms,unknown_health_farms,healthy_farms,stressed_farms,diseased_farms,pest_farms,unhealthy_farms,avg_health_risk_score,avg_crop_height,avg_water_coverage,avg_irrigation_count,avg_expected_yield,avg_field_area_ha,total_sample_area_ha,unhealthy_pct_of_labelled,label_coverage_pct
ADILABAD,INDERAVELLY,0107009,Yamaikunta,Maize,Pests,1,1,0,0,0,0,1,1,0.9,210.0,47.0,5.0,24.0,0.3557,0.3557,100.0,100.0
ADILABAD,INDERAVELLY,0107009,Yamaikunta,Maize,Stressed,1,1,0,0,1,0,0,1,0.5,221.0,59.0,2.0,25.0,0.1109,0.1109,100.0,100.0
ADILABAD,INDERAVELLY,0107009,Yamaikunta,Red Gram,Healthy,1,1,0,1,0,0,0,0,0.0,87.0,29.0,3.0,10.0,0.8541,0.8541,0.0,100.0
ADILABAD,INDERAVELLY,0107010,Muthnur,Bengal Gram,Healthy,6,6,0,6,0,0,0,0,0.0,39.8333,30.0,1.8333,9.8333,0.9292,5.5753,0.0,100.0
ADILABAD,INDERAVELLY,0107010,Muthnur,Cotton,Healthy,3,3,0,3,0,0,0,0,0.0,71.0,50.3333,4.0,12.6667,0.9394,2.8181,0.0,100.0
ADILABAD,INDERAVELLY,0107010,Muthnur,Red Gram,Stressed,1,1,0,0,1,0,0,1,0.5,60.0,50.0,1.0,11.0,0.7507,0.7507,100.0,100.0
ADILABAD,INDERAVELLY,0107011,Dhannura (B),Bengal Gram,Diseased,5,5,0,0,0,5,0,5,0.8,44.6,29.2,1.6,10.6,0.6647,3.3234,100.0,100.0
ADILABAD,INDERAVELLY,0107011,Dhannura (B),Bengal Gram,Healthy,35,35,0,35,0,0,0,0,0.0,40.1429,28.5143,2.1429,9.7714,0.4115,14.4023,0.0,100.0
ADILABAD,INDERAVELLY,0107011,Dhannura (B),Bengal Gram,Pests,3,3,0,0,0,0,3,3,0.9,44.6667,27.3333,2.3333,9.0,0.5695,1.7085,100.0,100.0
ADILABAD,INDERAVELLY,0107011,Dhannura (B),Bengal Gram,Stressed,2,2,0,0,2,0,0,2,0.5,40.0,33.0,2.0,8.5,0.5528,1.1057,100.0,100.0
ADILABAD,INDERAVELLY,0107011,Dhannura (B),Cotton,Healthy,6,6,0,6,0,0,0,0,0.0,77.0,55.3333,4.0,10.6667,0.4929,2.9572,0.0,100.0
ADILABAD,INDERAVELLY,0107011,Dhannura (B),Maize,Diseased,1,1,0,0,0,1,0,1,0.8,178.0,41.0,2.0,23.0,0.5706,0.5706,100.0,100.0
ADILABAD,INDERAVELLY,0107011,Dhannura (B),Maize,Healthy,8,8,0,8,0,0,0,0,0.0,170.5,48.625,4.125,22.75,0.4521,3.6167,0.0,100.0
ADILABAD,INDERAVELLY,0107011,Dhannura (B),Red Gram,Diseased,1,1,0,0,0,1,0,1,0.8,102.0,37.0,3.0,12.0,0.4292,0.4292,100.0,100.0
ADILABAD,INDERAVELLY,0107011,Dhannura (B),Red Gram,Healthy,15,15,0,15,0,0,0,0,0.0,73.6,36.0667,2.0667,9.6,0.6818,10.2271,0.0,100.0
ADILABAD,INDERAVELLY,0107011,Dhannura (B),Red Gram,Pests,2,2,0,0,0,0,2,2,0.9,72.5,29.0,1.5,11.0,1.1699,2.3397,100.0,100.0
ADILABAD,INDERAVELLY,0107011,Dhannura (B),Red Gram,Stressed,1,1,0,0,1,0,0,1,0.5,106.0,26.0,3.0,12.0,0.2971,0.2971,100.0,100.0
ADILABAD,INDERAVELLY,0107012,Dhannura (K),Bengal Gram,Healthy,1,1,0,1,0,0,0,0,0.0,45.0,38.0,2.0,12.0,0.2373,0.2373,0.0,100.0
ADILABAD,INDERAVELLY,0107012,Dhannura (K),Red Gram,Healthy,2,2,0,2,0,0,0,0,0.0,47.0,23.5,2.0,9.0,0.8997,1.7994,0.0,100.0
ADILABAD,INDERAVELLY,0107014,Mendapalle,Bengal Gram,Healthy,3,3,0,3,0,0,0,0,0.0,39.3333,32.0,2.0,10.6667,1.3381,4.0142,0.0,100.0
ADILABAD,INDERAVELLY,0107014,Mendapalle,Cotton,Healthy,19,19,0,19,0,0,0,0,0.0,90.9474,50.0,4.1579,12.6316,0.9436,17.9276,0.0,100.0
ADILABAD,INDERAVELLY,0107014,Mendapalle,Cotton,Pests,2,2,0,0,0,0,2,2,0.9,99.5,47.0,2.5,11.5,0.5579,1.1159,100.0,100.0
ADILABAD,INDERAVELLY,0107014,Mendapalle,Cotton,Stressed,1,1,0,0,1,0,0,1,0.5,111.0,56.0,6.0,13.0,0.9607,0.9607,100.0,100.0
ADILABAD,INDERAVELLY,0107014,Mendapalle,Red Gram,Healthy,8,8,0,8,0,0,0,0,0.0,75.625,36.75,2.25,9.75,0.793,6.344,0.0,100.0
ADILABAD,INDERAVELLY,0107014,Mendapalle,Red Gram,Pests,2,2,0,0,0,0,2,2,0.9,75.0,30.0,2.0,8.5,1.2823,2.5646,100.0,100.0
ADILABAD,INDERAVELLY,0107015,Keslapur,Cotton,Healthy,4,4,0,4,0,0,0,0,0.0,82.25,46.5,3.5,14.25,0.8145,3.2578,0.0,100.0
ADILABAD,INDERAVELLY,0107017,Harkapur,Cotton,Diseased,3,3,0,0,0,3,0,3,0.8,92.6667,53.3333,4.0,11.6667,0.4217,1.265,100.0,100.0
ADILABAD,INDERAVELLY,0107017,Harkapur,Cotton,Healthy,14,14,0,14,0,0,0,0,0.0,93.5,52.2143,3.6429,12.6429,0.9124,12.773,0.0,100.0
ADILABAD,INDERAVELLY,0107017,Harkapur,Cotton,Pests,1,1,0,0,0,0,1,1,0.9,82.0,47.0,6.0,10.0,0.5256,0.5256,100.0,100.0
ADILABAD,INDERAVELLY,0107017,Harkapur,Cotton,Stressed,1,1,0,0,1,0,0,1,0.5,103.0,53.0,5.0,13.0,0.4171,0.4171,100.0,100.0
ADILABAD,INDERAVELLY,0107017,Harkapur,Maize,Healthy,2,2,0,2,0,0,0,0,0.0,143.0,55.5,2.0,21.5,0.3444,0.6887,0.0,100.0
ADILABAD,INDERAVELLY,0107017,Harkapur,Maize,Pests,1,1,0,0,0,0,1,1,0.9,148.0,56.0,5.0,25.0,0.0906,0.0906,100.0,100.0
ADILABAD,INDERAVELLY,0107017,Harkapur,Red Gram,Healthy,4,4,0,4,0,0,0,0,0.0,64.75,33.75,2.0,9.75,0.5804,2.3217,0.0,100.0
ADILABAD,INDERAVELLY,0107018,Keslaguda,Bengal Gram,Healthy,3,3,0,3,0,0,0,0,0.0,40.3333,28.6667,1.3333,8.6667,1.1276,3.3828,0.0,100.0
ADILABAD,INDERAVELLY,0107018,Keslaguda,Cotton,Healthy,15,15,0,15,0,0,0,0,0.0,95.7333,48.6667,4.0,12.8,0.4872,7.3076,0.0,100.0
ADILABAD,INDERAVELLY,0107018,Keslaguda,Cotton,Pests,2,2,0,0,0,0,2,2,0.9,108.0,49.5,4.0,13.0,0.4148,0.8296,100.0,100.0
ADILABAD,INDERAVELLY,0107018,Keslaguda,Cotton,Stressed,2,2,0,0,2,0,0,2,0.5,109.5,57.5,4.0,12.5,1.0645,2.1289,100.0,100.0
ADILABAD,INDERAVELLY,0107018,Keslaguda,Maize,Healthy,5,5,0,5,0,0,0,0,0.0,144.4,50.2,2.4,24.0,0.5196,2.598,0.0,100.0
ADILABAD,INDERAVELLY,0107018,Keslaguda,Maize,Stressed,1,1,0,0,1,0,0,1,0.5,158.0,50.0,2.0,23.0,0.2014,0.2014,100.0,100.0
ADILABAD,INDERAVELLY,0107018,Keslaguda,Red Gram,Healthy,9,9,0,9,0,0,0,0,0.0,64.2222,37.6667,2.0,9.2222,0.7219,6.4971,0.0,100.0
ADILABAD,INDERAVELLY,0107019,Mallapur,Cotton,Diseased,1,1,0,0,0,1,0,1,0.8,95.0,59.0,4.0,16.0,0.7457,0.7457,100.0,100.0
ADILABAD,INDERAVELLY,0107021,Tejapur,Bengal Gram,Healthy,1,1,0,1,0,0,0,0,0.0,40.0,34.0,2.0,9.0,0.3115,0.3115,0.0,100.0
ADILABAD,INDERAVELLY,0107021,Tejapur,Cotton,Healthy,1,1,0,1,0,0,0,0,0.0,79.0,50.0,4.0,11.0,0.1573,0.1573,0.0,100.0
ADILABAD,INDERAVELLY,0107022,Lakampur,Bengal Gram,Stressed,1,1,0,0,1,0,0,1,0.5,50.0,21.0,1.0,12.0,0.5153,0.5153,100.0,100.0
ADILABAD,INDERAVELLY,0107023,Rampur (B),Bengal Gram,Healthy,2,2,0,2,0,0,0,0,0.0,36.0,35.5,1.0,10.5,0.3431,0.6862,0.0,100.0
ADILABAD,INDERAVELLY,0107023,Rampur (B),Bengal Gram,Pests,1,1,0,0,0,0,1,1,0.9,41.0,37.0,2.0,11.0,0.1077,0.1077,100.0,100.0
ADILABAD,INDERAVELLY,0107023,Rampur (B),Cotton,Diseased,1,1,0,0,0,1,0,1,0.8,82.0,60.0,3.0,14.0,0.5124,0.5124,100.0,100.0
ADILABAD,INDERAVELLY,0107023,Rampur (B),Cotton,Healthy,8,8,0,8,0,0,0,0,0.0,90.0,47.875,4.625,12.5,0.3707,2.9655,0.0,100.0
ADILABAD,INDERAVELLY,0107031,Dasnapur,Cotton,Healthy,21,21,0,21,0,0,0,0,0.0,92.0476,49.0476,4.0476,14.2857,0.5448,11.4403,0.0,100.0
ADILABAD,INDERAVELLY,0107031,Dasnapur,Cotton,Pests,1,1,0,0,0,0,1,1,0.9,72.0,45.0,2.0,17.0,0.279,0.279,100.0,100.0
ADILABAD,INDERAVELLY,0107032,Mamidiguda,Cotton,Healthy,1,1,0,1,0,0,0,0,0.0,93.0,43.0,3.0,18.0,0.5809,0.5809,0.0,100.0
ADILABAD,INDERAVELLY,0107032,Mamidiguda,Cotton,Pests,1,1,0,0,0,0,1,1,0.9,91.0,60.0,5.0,10.0,0.3134,0.3134,100.0,100.0
ADILABAD,INDERAVELLY,0107034,Wadagaon,Cotton,Stressed,1,1,0,0,1,0,0,1,0.5,98.0,53.0,2.0,13.0,1.0903,1.0903,100.0,100.0
ADILABAD,INDERAVELLY,0107F01,FOREST,Cotton,Healthy,7,7,0,7,0,0,0,0,0.0,94.2857,47.7143,3.4286,13.5714,0.3857,2.7,0.0,100.0
ADILABAD,INDERAVELLY,0107F01,FOREST,Cotton,Stressed,1,1,0,0,1,0,0,1,0.5,116.0,52.0,4.0,12.0,0.4318,0.4318,100.0,100.0
ADILABAD,INDERAVELLY,0107F02,FOREST,Cotton,,1,0,1,0,0,0,0,0,,72.0,53.0,4.0,13.0,0.3886,0.3886,,0.0
ADILABAD,INDERAVELLY,0107F02,FOREST,Red Gram,Diseased,1,1,0,0,0,1,0,1,0.8,98.0,50.0,2.0,8.0,0.8847,0.8847,100.0,100.0
ADILABAD,INDERAVELLY,0107F02,FOREST,Red Gram,Pests,1,1,0,0,0,0,1,1,0.9,92.0,23.0,1.0,11.0,0.897,0.897,100.0,100.0
ADILABAD,JAINAD,0104001,Hathighat,Cotton,Healthy,1,1,0,1,0,0,0,0,0.0,67.0,42.0,4.0,14.0,2.1937,2.1937,0.0,100.0
ADILABAD,JAINAD,0104002,Korta,Cotton,Healthy,1,1,0,1,0,0,0,0,0.0,103.0,46.0,3.0,12.0,0.7682,0.7682,0.0,100.0
ADILABAD,JAINAD,0104003,Gimma (Buzurg),Cotton,Healthy,1,1,0,1,0,0,0,0,0.0,118.0,41.0,3.0,14.0,1.2899,1.2899,0.0,100.0
ADILABAD,JAINAD,0104005,Akoli,Cotton,Healthy,1,1,0,1,0,0,0,0,0.0,67.0,40.0,3.0,14.0,0.8613,0.8613,0.0,100.0
ADILABAD,JAINAD,0104006,Kamai,Cotton,Healthy,1,1,0,1,0,0,0,0,0.0,67.0,48.0,5.0,10.0,1.3444,1.3444,0.0,100.0
ADILABAD,JAINAD,0104007,Dollara,Cotton,Healthy,1,1,0,1,0,0,0,0,0.0,116.0,49.0,3.0,13.0,1.2316,1.2316,0.0,100.0
ADILABAD,JAINAD,0104007,Dollara,Maize,Diseased,1,1,0,0,0,1,0,1,0.8,106.0,56.0,5.0,23.0,0.2757,0.2757,100.0,100.0
ADILABAD,JAINAD,0104007,Dollara,Maize,Healthy,3,3,0,3,0,0,0,0,0.0,240.6667,49.0,3.6667,21.6667,0.204,0.612,0.0,100.0
ADILABAD,JAINAD,0104008,Moudagada,Cotton,Healthy,1,1,0,1,0,0,0,0,0.0,61.0,53.0,2.0,13.0,1.5527,1.5527,0.0,100.0
ADILABAD,JAINAD,0104009,Pendalwada,Cotton,Stressed,1,1,0,0,1,0,0,1,0.5,107.0,42.0,4.0,13.0,1.0708,1.0708,100.0,100.0
ADILABAD,JAINAD,0104009,Pendalwada,Maize,Healthy,2,2,0,2,0,0,0,0,0.0,131.0,51.0,3.0,24.5,0.4616,0.9231,0.0,100.0
ADILABAD,JAINAD,0104010,Karanwadi,Bengal Gram,Healthy,1,1,0,1,0,0,0,0,0.0,37.0,31.0,2.0,9.0,1.7992,1.7992,0.0,100.0
ADILABAD,JAINAD,0104010,Karanwadi,Cotton,Healthy,1,1,0,1,0,0,0,0,0.0,104.0,46.0,3.0,12.0,0.595,0.595,0.0,100.0
ADILABAD,JAINAD,0104011,Sangvi (K),Bengal Gram,Healthy,3,3,0,3,0,0,0,0,0.0,33.0,32.6667,2.0,8.3333,0.6842,2.0525,0.0,100.0
ADILABAD,JAINAD,0104011,Sangvi (K),Bengal Gram,Pests,1,1,0,0,0,0,1,1,0.9,45.0,25.0,3.0,10.0,0.6391,0.6391,100.0,100.0
ADILABAD,JAINAD,0104011,Sangvi (K),Cotton,Healthy,1,1,0,1,0,0,0,0,0.0,65.0,59.0,4.0,18.0,1.5107,1.5107,0.0,100.0
ADILABAD,JAINAD,0104012,Kowtha,Cotton,Healthy,1,1,0,1,0,0,0,0,0.0,101.0,57.0,4.0,14.0,1.5531,1.5531,0.0,100.0
ADILABAD,JAINAD,0104013,Bahadurpur,Bengal Gram,Healthy,2,2,0,2,0,0,0,0,0.0,32.0,33.0,2.5,8.0,0.3356,0.6713,0.0,100.0
ADILABAD,JAINAD,0104013,Bahadurpur,Bengal Gram,Stressed,1,1,0,0,1,0,0,1,0.5,32.0,27.0,1.0,11.0,0.1805,0.1805,100.0,100.0
ADILABAD,JAINAD,0104014,Hariyali,Cotton,Healthy,1,1,0,1,0,0,0,0,0.0,100.0,49.0,3.0,15.0,0.6397,0.6397,0.0,100.0
ADILABAD,JAINAD,0104015,Kodekotha,Bengal Gram,Pests,1,1,0,0,0,0,1,1,0.9,32.0,30.0,2.0,9.0,0.2059,0.2059,100.0,100.0
ADILABAD,JAINAD,0104015,Kodekotha,Maize,Healthy,1,1,0,1,0,0,0,0,0.0,141.0,46.0,4.0,24.0,0.382,0.382,0.0,100.0
ADILABAD,JAINAD,0104017,Kura,Bengal Gram,Healthy,3,3,0,3,0,0,0,0,0.0,39.3333,28.0,1.6667,11.0,0.8744,2.6231,0.0,100.0
ADILABAD,JAINAD,0104018,Kuthompur,Bengal Gram,Healthy,6,6,0,6,0,0,0,0,0.0,40.8333,32.6667,2.5,9.3333,0.3775,2.2647,0.0,100.0
ADILABAD,JAINAD,0104018,Kuthompur,Maize,Stressed,1,1,0,0,1,0,0,1,0.5,139.0,54.0,2.0,23.0,0.6538,0.6538,100.0,100.0
ADILABAD,JAINAD,0104019,Deepaiguda,Bengal Gram,Diseased,1,1,0,0,0,1,0,1,0.8,43.0,20.0,1.0,8.0,0.6354,0.6354,100.0,100.0
ADILABAD,JAINAD,0104019,Deepaiguda,Bengal Gram,Healthy,10,10,0,10,0,0,0,0,0.0,38.3,27.7,2.3,11.1,0.7405,7.4047,0.0,100.0
ADILABAD,JAINAD,0104019,Deepaiguda,Bengal Gram,Stressed,1,1,0,0,1,0,0,1,0.5,46.0,24.0,1.0,12.0,0.2451,0.2451,100.0,100.0
ADILABAD,JAINAD,0104020,Akurla,Bengal Gram,Healthy,5,5,0,5,0,0,0,0,0.0,40.2,29.0,1.8,10.0,0.6777,3.3884,0.0,100.0
ADILABAD,JAINAD,0104020,Akurla,Cotton,Healthy,1,1,0,1,0,0,0,0,0.0,112.0,43.0,3.0,15.0,0.5545,0.5545,0.0,100.0
ADILABAD,JAINAD,0104021,Lekarwadi,Bengal Gram,Healthy,2,2,0,2,0,0,0,0,0.0,40.0,36.0,2.5,9.0,0.2536,0.5072,0.0,100.0
ADILABAD,JAINAD,0104021,Lekarwadi,Cotton,Healthy,5,5,0,5,0,0,0,0,0.0,98.6,46.0,3.4,14.0,0.7256,3.628,0.0,100.0
ADILABAD,JAINAD,0104022,Dadapoor,Cotton,Healthy,6,6,0,6,0,0,0,0,0.0,88.8333,51.1667,3.6667,14.0,0.6976,4.1858,0.0,100.0
ADILABAD,JAINAD,0104022,Dadapoor,Cotton,Stressed,1,1,0,0,1,0,0,1,0.5,112.0,52.0,6.0,15.0,0.703,0.703,100.0,100.0
ADILABAD,JAINAD,0104023,Sekapoor,Cotton,Healthy,2,2,0,2,0,0,0,0,0.0,91.5,55.5,3.0,16.5,1.176,2.3521,0.0,100.0
ADILABAD,JAINAD,0104024,Pipparwada,Cotton,Healthy,1,1,0,1,0,0,0,0,0.0,112.0,53.0,5.0,18.0,1.0215,1.0215,0.0,100.0
ADILABAD,JAINAD,0104025,Gimma (Khurd),Cotton,Diseased,1,1,0,0,0,1,0,1,0.8,114.0,60.0,2.0,15.0,1.1896,1.1896,100.0,100.0
ADILABAD,JAINAD,0104025,Gimma (Khurd),Cotton,Healthy,4,4,0,4,0,0,0,0,0.0,99.5,50.25,3.5,17.75,1.0638,4.2552,0.0,100.0
ADILABAD,JAINAD,0104026,Rampurtaraf,Cotton,Healthy,1,1,0,1,0,0,0,0,0.0,64.0,42.0,4.0,13.0,0.4505,0.4505,0.0,100.0
ADILABAD,JAINAD,0104026,Rampurtaraf,Cotton,Stressed,1,1,0,0,1,0,0,1,0.5,83.0,53.0,2.0,10.0,1.2646,1.2646,100.0,100.0
ADILABAD,JAINAD,0104028,Sirsonna,Cotton,Healthy,2,2,0,2,0,0,0,0,0.0,78.5,50.0,4.5,16.5,0.7086,1.4172,0.0,100.0
ADILABAD,JAINAD,0104030,Poosai,Cotton,Healthy,1,1,0,1,0,0,0,0,0.0,80.0,51.0,3.0,10.0,0.511,0.511,0.0,100.0
ADILABAD,JAINAD,0104031,Hashampur,Cotton,Healthy,5,5,0,5,0,0,0,0,0.0,97.0,49.0,3.6,14.0,0.6231,3.1155,0.0,100.0
ADILABAD,JAINAD,0104031,Hashampur,Cotton,Pests,1,1,0,0,0,0,1,1,0.9,62.0,40.0,4.0,14.0,1.0079,1.0079,100.0,100.0
ADILABAD,JAINAD,0104031,Hashampur,Cotton,Stressed,2,2,0,0,2,0,0,2,0.5,112.0,51.0,3.0,16.5,0.6179,1.2358,100.0,100.0
ADILABAD,JAINAD,0104034,Tarada (Buzurg),Cotton,Healthy,3,3,0,3,0,0,0,0,0.0,98.3333,48.6667,3.6667,16.6667,0.7776,2.3329,0.0,100.0
ADILABAD,JAINAD,0104035,Fouzpur,Cotton,Healthy,2,2,0,2,0,0,0,0,0.0,106.5,53.5,2.5,15.5,2.905,5.81,0.0,100.0
ADILABAD,JAINAD,0104036,Bhoraj,Cotton,Healthy,1,1,0,1,0,0,0,0,0.0,98.0,59.0,4.0,18.0,0.7118,0.7118,0.0,100.0
ADILABAD,JAINAD,0104037,Ballori,Bengal Gram,Healthy,5,5,0,5,0,0,0,0,0.0,42.8,31.4,1.4,11.2,0.8721,4.3605,0.0,100.0
ADILABAD,JAINAD,0104037,Ballori,Bengal Gram,Pests,1,1,0,0,0,0,1,1,0.9,40.0,40.0,2.0,10.0,0.9038,0.9038,100.0,100.0
ADILABAD,JAINAD,0104037,Ballori,Bengal Gram,Stressed,1,1,0,0,1,0,0,1,0.5,32.0,35.0,1.0,12.0,1.0516,1.0516,100.0,100.0
ADILABAD,JAINAD,0104038,Nizampur,Cotton,Healthy,1,1,0,1,0,0,0,0,0.0,91.0,55.0,5.0,10.0,1.3183,1.3183,0.0,100.0
ADILABAD,JAINAD,0104040,Nirala,Bengal Gram,Healthy,7,7,0,7,0,0,0,0,0.0,41.0,31.0,1.7143,9.5714,0.4539,3.1775,0.0,100.0
ADILABAD,JAINAD,0104040,Nirala,Bengal Gram,Stressed,1,1,0,0,1,0,0,1,0.5,42.0,22.0,3.0,9.0,0.7346,0.7346,100.0,100.0
ADILABAD,JAINAD,0104042,Ada,Bengal Gram,,6,0,6,0,0,0,0,0,,43.8333,31.5,1.6667,10.0,1.1528,6.9167,,0.0
ADILABAD,JAINAD,0104043,Jainad,Bengal Gram,Healthy,8,8,0,8,0,0,0,0,0.0,41.375,29.75,2.25,9.5,1.0552,8.4414,0.0,100.0
ADILABAD,JAINAD,0104043,Jainad,Bengal Gram,Pests,3,3,0,0,0,0,3,3,0.9,40.0,29.6667,1.6667,9.6667,0.9042,2.7126,100.0,100.0
ADILABAD,JAINAD,0104044,Khapri,Maize,Healthy,1,1,0,1,0,0,0,0,0.0,103.0,43.0,4.0,23.0,0.5246,0.5246,0.0,100.0
ADILABAD,JAINAD,0104044,Khapri,Maize,Pests,1,1,0,0,0,0,1,1,0.9,167.0,51.0,3.0,20.0,0.2016,0.2016,100.0,100.0
ADILABAD,JAINAD,0104045,Umri,Maize,Healthy,1,1,0,1,0,0,0,0,0.0,200.0,51.0,4.0,25.0,0.3552,0.3552,0.0,100.0
ADILABAD,JAINAD,0104045,Umri,Maize,Stressed,1,1,0,0,1,0,0,1,0.5,213.0,57.0,2.0,20.0,0.1955,0.1955,100.0,100.0
ADILABAD,JAINAD,0104048,Laxmipur (Uligan),Bengal Gram,Diseased,1,1,0,0,0,1,0,1,0.8,44.0,33.0,3.0,8.0,0.8461,0.8461,100.0,100.0
ADILABAD,JAINAD,0104048,Laxmipur (Uligan),Bengal Gram,Healthy,6,6,0,6,0,0,0,0,0.0,37.3333,26.1667,1.6667,9.5,0.6129,3.6773,0.0,100.0
ADILABAD,JAINAD,0104048,Laxmipur (Uligan),Bengal Gram,Pests,1,1,0,0,0,0,1,1,0.9,45.0,21.0,1.0,10.0,0.6774,0.6774,100.0,100.0
ADILABAD,JAINAD,0104048,Laxmipur (Uligan),Cotton,Healthy,3,3,0,3,0,0,0,0,0.0,83.0,49.0,5.0,15.3333,1.1898,3.5693,0.0,100.0
ADILABAD,JAINAD,0104048,Laxmipur (Uligan),Cotton,Pests,1,1,0,0,0,0,1,1,0.9,113.0,51.0,2.0,19.0,1.3147,1.3147,100.0,100.0
ADILABAD,JAINAD,0104048,Laxmipur (Uligan),Cotton,Stressed,1,1,0,0,1,0,0,1,0.5,88.0,40.0,2.0,19.0,0.783,0.783,100.0,100.0
ADILABAD,JAINAD,0104049,Pippalgaon,Bengal Gram,Diseased,1,1,0,0,0,1,0,1,0.8,36.0,26.0,2.0,12.0,0.5327,0.5327,100.0,100.0
ADILABAD,JAINAD,0104049,Pippalgaon,Bengal Gram,Healthy,6,6,0,6,0,0,0,0,0.0,43.1667,26.1667,1.8333,10.1667,0.8917,5.35,0.0,100.0
ADILABAD,JAINAD,0104049,Pippalgaon,Bengal Gram,Pests,1,1,0,0,0,0,1,1,0.9,36.0,22.0,3.0,8.0,0.4471,0.4471,100.0,100.0
ADILABAD,JAINAD,0104049,Pippalgaon,Bengal Gram,Stressed,1,1,0,0,1,0,0,1,0.5,44.0,34.0,3.0,9.0,0.1464,0.1464,100.0,100.0
ADILABAD,JAINAD,0104049,Pippalgaon,Cotton,Healthy,1,1,0,1,0,0,0,0,0.0,60.0,56.0,6.0,15.0,0.9405,0.9405,0.0,100.0
ADILABAD,JAINAD,0104050,Kamtha,Bengal Gram,Healthy,1,1,0,1,0,0,0,0,0.0,32.0,37.0,3.0,10.0,0.5032,0.5032,0.0,100.0
ADILABAD,JAINAD,0104050,Kamtha,Cotton,Diseased,1,1,0,0,0,1,0,1,0.8,96.0,51.0,3.0,17.0,1.5117,1.5117,100.0,100.0
ADILABAD,JAINAD,0104053,Kanpa (Mediguda),Bengal Gram,Healthy,1,1,0,1,0,0,0,0,0.0,43.0,37.0,2.0,9.0,0.1408,0.1408,0.0,100.0
ADILABAD,JAINAD,0104053,Kanpa (Mediguda),Cotton,,5,0,5,0,0,0,0,0,,86.2,49.4,3.4,16.2,0.7945,3.9725,,0.0
ADILABAD,JAINOOR,0127002,Patnapur,Cotton,,1,0,1,0,0,0,0,0,,107.0,52.0,2.0,14.0,1.3822,1.3822,,0.0
ADILABAD,JAINOOR,0127009,Ushegaon,Cotton,,1,0,1,0,0,0,0,0,,120.0,45.0,2.0,11.0,0.3357,0.3357,,0.0
ADILABAD,KERAMERI,0128018,Anarpalle,Cotton,,1,0,1,0,0,0,0,0,,91.0,54.0,6.0,13.0,0.2418,0.2418,,0.0
ADILABAD,KHANAPUR,0124F01,FOREST,Cotton,Pests,1,1,0,0,0,0,1,1,0.9,116.0,45.0,3.0,13.0,0.3442,0.3442,100.0,100.0
ADILABAD,KUBEER,0115001,Palsi,Bengal Gram,Healthy,3,3,0,3,0,0,0,0,0.0,42.6667,32.0,1.6667,11.0,0.2265,0.6794,0.0,100.0
ADILABAD,KUBEER,0115002,Pardi (Khurd),Bengal Gram,Stressed,1,1,0,0,1,0,0,1,0.5,33.0,31.0,2.0,9.0,0.2133,0.2133,100.0,100.0
ADILABAD,KUBEER,0115003,Jamgaon,Bengal Gram,Healthy,1,1,0,1,0,0,0,0,0.0,49.0,38.0,1.0,8.0,0.1618,0.1618,0.0,100.0
ADILABAD,KUBEER,0115005,Sirpalle,Maize,Healthy,1,1,0,1,0,0,0,0,0.0,118.0,52.0,4.0,25.0,0.2786,0.2786,0.0,100.0
ADILABAD,KUBEER,0115006,Dodarna,Bengal Gram,Healthy,1,1,0,1,0,0,0,0,0.0,36.0,34.0,1.0,12.0,0.882,0.882,0.0,100.0
ADILABAD,KUBEER,0115006,Dodarna,Maize,Pests,1,1,0,0,0,0,1,1,0.9,238.0,50.0,5.0,22.0,1.2679,1.2679,100.0,100.0
ADILABAD,KUBEER,0115007,Belgaon,Bengal Gram,Healthy,1,1,0,1,0,0,0,0,0.0,44.0,32.0,2.0,9.0,0.9975,0.9975,0.0,100.0
ADILABAD,KUBEER,0115012,Halda,Bengal Gram,Diseased,1,1,0,0,0,1,0,1,0.8,41.0,36.0,1.0,12.0,0.5272,0.5272,100.0,100.0
ADILABAD,KUBEER,0115014,Chata,Bengal Gram,Diseased,1,1,0,0,0,1,0,1,0.8,50.0,31.0,2.0,11.0,0.3468,0.3468,100.0,100.0
ADILABAD,KUBEER,0115014,Chata,Maize,Diseased,1,1,0,0,0,1,0,1,0.8,169.0,50.0,5.0,21.0,0.2469,0.2469,100.0,100.0
ADILABAD,KUBEER,0115014,Chata,Maize,Healthy,7,7,0,7,0,0,0,0,0.0,173.1429,51.7143,2.8571,23.1429,0.44,3.08,0.0,100.0
ADILABAD,KUBEER,0115014,Chata,Maize,Pests,1,1,0,0,0,0,1,1,0.9,219.0,48.0,5.0,21.0,0.2478,0.2478,100.0,100.0
ADILABAD,KUBEER,0115014,Chata,Maize,Stressed,1,1,0,0,1,0,0,1,0.5,198.0,54.0,5.0,22.0,0.1257,0.1257,100.0,100.0
ADILABAD,KUBEER,0115015,Pardi (Buzurg),Maize,Healthy,1,1,0,1,0,0,0,0,0.0,227.0,46.0,3.0,23.0,0.4809,0.4809,0.0,100.0
ADILABAD,KUBEER,0115016,Darkubeer,Bengal Gram,Healthy,2,2,0,2,0,0,0,0,0.0,40.0,29.0,1.0,9.5,0.2551,0.5102,0.0,100.0
