admin_old_district_code,admin_old_district_name,admin_old_block_mandal_code,admin_old_block_mandal_name,admin_village_code,admin_village_name,sample_farms,labelled_farms,unknown_health_farms,healthy_farms,stressed_farms,diseased_farms,pest_farms,unhealthy_farms,avg_health_risk_score,avg_crop_height,avg_water_coverage,avg_irrigation_count,avg_expected_yield,avg_field_area_ha,total_sample_area_ha,unhealthy_pct_of_labelled,label_coverage_pct,primary_sample_crop,primary_crop_sample_farms,dominant_health_status,dominant_status_labelled_farms,dashboard_risk_class
1,ADILABAD,107,INDERAVELLY,0107010,Muthnur,10,10,0,9,1,0,0,1,0.05,51.2,38.1,2.4,10.8,0.9144,9.1442,10.0,100.0,Bengal Gram,6,Healthy,9,Low
1,ADILABAD,107,INDERAVELLY,0107011,Dhannura (B),79,79,0,64,3,7,5,15,0.1468,67.1266,34.3797,2.443,11.3671,0.5187,40.9776,18.9873417721519,100.0,Bengal Gram,45,Healthy,64,Low
1,ADILABAD,107,INDERAVELLY,0107012,Dhannura (K),3,3,0,3,0,0,0,0,0.0,46.3333,28.3333,2.0,10.0,0.6789,2.0367,0.0,100.0,Red Gram,2,Healthy,3,Low
1,ADILABAD,107,INDERAVELLY,0107014,Mendapalle,35,35,0,30,1,0,4,5,0.1171,83.1714,44.2857,3.3714,11.5143,0.9408,32.9269,14.285714285714285,100.0,Cotton,22,Healthy,30,Low
1,ADILABAD,107,INDERAVELLY,0107015,Keslapur,4,4,0,4,0,0,0,0,0.0,82.25,46.5,3.5,14.25,0.8145,3.2578,0.0,100.0,Cotton,4,Healthy,4,Low
1,ADILABAD,107,INDERAVELLY,0107017,Harkapur,26,26,0,20,1,3,2,6,0.1808,94.8077,49.7308,3.5,13.1538,0.6955,18.0818,23.07692307692308,100.0,Cotton,19,Healthy,20,Low
1,ADILABAD,107,INDERAVELLY,0107018,Keslaguda,37,37,0,32,3,0,2,5,0.0892,93.2432,45.1351,3.027,13.3784,0.6201,22.9453,13.513513513513514,100.0,Cotton,19,Healthy,32,Low
1,ADILABAD,107,INDERAVELLY,0107019,Mallapur,1,1,0,0,0,1,0,1,0.8,95.0,59.0,4.0,16.0,0.7457,0.7457,100.0,100.0,Cotton,1,Diseased,1,Very High
1,ADILABAD,107,INDERAVELLY,0107021,Tejapur,2,2,0,2,0,0,0,0,0.0,59.5,42.0,3.0,10.0,0.2344,0.4688,0.0,100.0,Bengal Gram,1,Healthy,2,Low
1,ADILABAD,107,INDERAVELLY,0107022,Lakampur,1,1,0,0,1,0,0,1,0.5,50.0,21.0,1.0,12.0,0.5153,0.5153,100.0,100.0,Bengal Gram,1,Stressed,1,High
1,ADILABAD,107,INDERAVELLY,0107023,Rampur (B),12,12,0,10,0,1,1,2,0.1417,76.25,45.9167,3.6667,12.1667,0.356,4.2717,16.666666666666664,100.0,Cotton,9,Healthy,10,Low
1,ADILABAD,107,INDERAVELLY,0107031,Dasnapur,22,22,0,21,0,0,1,1,0.0409,91.1364,48.8636,3.9545,14.4091,0.5327,11.7193,4.545454545454546,100.0,Cotton,22,Healthy,21,Low
1,ADILABAD,107,INDERAVELLY,0107032,Mamidiguda,2,2,0,1,0,0,1,1,0.45,92.0,51.5,4.0,14.0,0.4471,0.8943,50.0,100.0,Cotton,2,Healthy,1,Moderate
1,ADILABAD,107,INDERAVELLY,0107034,Wadagaon,1,1,0,0,1,0,0,1,0.5,98.0,53.0,2.0,13.0,1.0903,1.0903,100.0,100.0,Cotton,1,Stressed,1,High
1,ADILABAD,107,INDERAVELLY,0107F01,FOREST,8,8,0,7,1,0,0,1,0.0625,97.0,48.25,3.5,13.375,0.3915,3.1318,12.5,100.0,Cotton,8,Healthy,7,Low
1,ADILABAD,107,INDERAVELLY,0107F02,FOREST,3,2,1,0,0,1,1,2,0.85,87.3333,42.0,2.3333,10.6667,0.7234,2.1702,100.0,66.67,Red Gram,2,Diseased,1,Very High
1,ADILABAD,108,GUDIHATHNOOR,0108001,Vaijapur,3,3,0,2,0,1,0,1,0.2667,95.3333,50.0,3.3333,13.3333,0.7215,2.1645,33.33333333333333,100.0,Cotton,3,Healthy,2,Moderate
1,ADILABAD,108,GUDIHATHNOOR,0108002,Kamalapur,1,1,0,0,1,0,0,1,0.5,63.0,42.0,2.0,19.0,0.6325,0.6325,100.0,100.0,Cotton,1,Stressed,1,High
1,ADILABAD,108,GUDIHATHNOOR,0108003,Seetagondi,1,1,0,1,0,0,0,0,0.0,94.0,50.0,3.0,11.0,0.3759,0.3759,0.0,100.0,Cotton,1,Healthy,1,Low
1,ADILABAD,108,GUDIHATHNOOR,0108004,Malkapur,2,2,0,2,0,0,0,0,0.0,85.5,55.0,5.5,10.5,0.4923,0.9846,0.0,100.0,Cotton,2,Healthy,2,Low
1,ADILABAD,108,GUDIHATHNOOR,0108005,Tosham,15,15,0,12,1,1,1,3,0.1467,63.1333,38.2,2.9333,11.4667,0.5876,8.8136,20.0,100.0,Bengal Gram,7,Healthy,12,Low
1,ADILABAD,108,GUDIHATHNOOR,0108006,Lingapur,7,7,0,6,0,0,1,1,0.1286,51.2857,28.1429,2.5714,9.4286,0.2509,1.7566,14.285714285714285,100.0,Bengal Gram,6,Healthy,6,Low
1,ADILABAD,108,GUDIHATHNOOR,0108007,Gudihathinur,7,7,0,6,1,0,0,1,0.0714,86.5714,51.8571,4.1429,12.7143,0.4885,3.4197,14.285714285714285,100.0,Cotton,7,Healthy,6,Low
1,ADILABAD,108,GUDIHATHNOOR,0108008,Machapur,1,1,0,1,0,0,0,0,0.0,117.0,51.0,2.0,12.0,0.2971,0.2971,0.0,100.0,Cotton,1,Healthy,1,Low
1,ADILABAD,108,GUDIHATHNOOR,0108010,Muthnur,1,1,0,1,0,0,0,0,0.0,72.0,42.0,3.0,14.0,0.7088,0.7088,0.0,100.0,Cotton,1,Healthy,1,Low
1,ADILABAD,108,GUDIHATHNOOR,0108011,Neradigonda,6,6,0,6,0,0,0,0,0.0,82.0,47.6667,3.8333,12.0,0.3244,1.9467,0.0,100.0,Cotton,5,Healthy,6,Low
1,ADILABAD,108,GUDIHATHNOOR,0108012,Mannur,7,7,0,4,2,1,0,3,0.2571,45.0,36.0,2.2857,11.8571,0.5158,3.6108,42.85714285714285,100.0,Bengal Gram,6,Healthy,4,Moderate
1,ADILABAD,108,GUDIHATHNOOR,0108013,Dongargaon,2,2,0,2,0,0,0,0,0.0,61.5,40.0,4.5,13.0,0.5098,1.0197,0.0,100.0,Bengal Gram,1,Healthy,2,Low
1,ADILABAD,108,GUDIHATHNOOR,0108014,Kolhari,7,7,0,6,0,1,0,1,0.1143,57.0,35.8571,1.8571,11.7143,0.2306,1.6145,14.285714285714285,100.0,Bengal Gram,5,Healthy,6,Low
1,ADILABAD,108,GUDIHATHNOOR,0108016,Guruj,9,9,0,6,1,2,0,3,0.2333,47.6667,31.0,2.7778,11.2222,0.3502,3.1519,33.33333333333333,100.0,Bengal Gram,8,Healthy,6,Moderate
1,ADILABAD,108,GUDIHATHNOOR,0108017,Gondharkapur,4,4,0,2,1,0,1,2,0.35,56.25,32.25,3.0,12.0,0.2276,0.9102,50.0,100.0,Bengal Gram,3,Healthy,2,Moderate
1,ADILABAD,108,GUDIHATHNOOR,0108018,Rendlabori,4,4,0,4,0,0,0,0,0.0,57.25,37.0,2.0,11.0,0.6639,2.6555,0.0,100.0,Bengal Gram,3,Healthy,4,Low
1,ADILABAD,108,GUDIHATHNOOR,0108019,Shantapur,3,3,0,3,0,0,0,0,0.0,92.0,45.0,3.3333,15.0,0.3502,1.0507,0.0,100.0,Cotton,3,Healthy,3,Low
1,ADILABAD,108,GUDIHATHNOOR,0108020,Belluri,9,9,0,8,1,0,0,1,0.0556,47.4444,32.7778,2.1111,10.0,0.3053,2.7476,11.11111111111111,100.0,Bengal Gram,8,Healthy,8,Low
1,ADILABAD,109,ICHODA,0109001,Adegaon (Khurd),2,2,0,1,0,0,1,1,0.45,50.0,31.5,1.0,9.0,0.4291,0.8582,50.0,100.0,Bengal Gram,2,Healthy,1,Moderate
1,ADILABAD,109,ICHODA,0109002,Gubba,1,1,0,1,0,0,0,0,0.0,118.0,44.0,6.0,20.0,0.3711,0.3711,0.0,100.0,Cotton,1,Healthy,1,Low
1,ADILABAD,109,ICHODA,0109003,Junni,2,2,0,2,0,0,0,0,0.0,71.0,56.0,4.0,11.5,0.1363,0.2726,0.0,100.0,Cotton,2,Healthy,2,Low
1,ADILABAD,109,ICHODA,0109005,Boregaon,2,2,0,1,1,0,0,1,0.25,71.5,38.0,2.5,11.5,0.2839,0.5679,50.0,100.0,Bengal Gram,1,Healthy,1,Moderate
1,ADILABAD,109,ICHODA,0109006,Kamgir,6,6,0,4,1,1,0,2,0.2167,42.5,27.3333,1.6667,10.0,0.3564,2.1386,33.33333333333333,100.0,Bengal Gram,6,Healthy,4,Moderate
1,ADILABAD,109,ICHODA,0109007,Ponna,10,10,0,10,0,0,0,0,0.0,44.5,32.9,2.4,9.9,0.4258,4.2582,0.0,100.0,Bengal Gram,10,Healthy,10,Low
1,ADILABAD,109,ICHODA,0109009,Sirikonda,2,2,0,1,0,0,1,1,0.45,95.5,52.0,3.0,12.5,0.4054,0.8107,50.0,100.0,Cotton,2,Healthy,1,Moderate
1,ADILABAD,109,ICHODA,0109010,Heerapur,8,8,0,7,0,1,0,1,0.1,72.375,46.25,2.875,12.625,0.5685,4.5484,12.5,100.0,Cotton,5,Healthy,7,Low
1,ADILABAD,109,ICHODA,0109011,Soanpalle,5,5,0,5,0,0,0,0,0.0,69.6,46.2,2.4,12.0,0.7053,3.5264,0.0,100.0,Cotton,3,Healthy,5,Low
1,ADILABAD,109,ICHODA,0109012,Dhaba (buzurg),1,1,0,1,0,0,0,0,0.0,76.0,44.0,4.0,14.0,0.3956,0.3956,0.0,100.0,Cotton,1,Healthy,1,Low
1,ADILABAD,109,ICHODA,0109017,Adegaon (Buzurg),3,3,0,2,0,1,0,1,0.2667,87.3333,42.3333,4.0,11.6667,0.5788,1.7364,33.33333333333333,100.0,Cotton,2,Healthy,2,Moderate
1,ADILABAD,109,ICHODA,0109019,Chincholi,3,3,0,3,0,0,0,0,0.0,43.0,31.3333,2.3333,9.3333,0.6078,1.8235,0.0,100.0,Bengal Gram,3,Healthy,3,Low
1,ADILABAD,109,ICHODA,0109020,Navagaon,1,1,0,0,0,1,0,1,0.8,45.0,28.0,3.0,10.0,0.6713,0.6713,100.0,100.0,Bengal Gram,1,Diseased,1,Very High
1,ADILABAD,109,ICHODA,0109021,Dhaba (Khurd),3,3,0,3,0,0,0,0,0.0,78.0,47.3333,4.3333,13.6667,0.5607,1.682,0.0,100.0,Cotton,3,Healthy,3,Low
1,ADILABAD,109,ICHODA,0109024,Mankapur,16,16,0,13,1,2,0,3,0.1312,64.5625,40.1875,3.5,12.1875,0.4678,7.4856,18.75,100.0,Cotton,9,Healthy,13,Low
1,ADILABAD,109,ICHODA,0109025,Dharmapuri,4,4,0,3,0,0,1,1,0.225,38.75,28.25,2.0,11.0,0.6692,2.6766,25.0,100.0,Bengal Gram,4,Healthy,3,Moderate
1,ADILABAD,109,ICHODA,0109028,Makhra (Buzurg),3,3,0,3,0,0,0,0,0.0,88.0,47.6667,4.3333,13.0,0.4079,1.2236,0.0,100.0,Cotton,3,Healthy,3,Low
1,ADILABAD,109,ICHODA,0109029,Makhra (Khurd),1,1,0,1,0,0,0,0,0.0,82.0,46.0,4.0,15.0,0.4961,0.4961,0.0,100.0,Cotton,1,Healthy,1,Low
1,ADILABAD,109,ICHODA,0109030,Gundi,3,3,0,3,0,0,0,0,0.0,95.3333,48.0,3.6667,16.0,0.4089,1.2266,0.0,100.0,Cotton,3,Healthy,3,Low
1,ADILABAD,109,ICHODA,0109032,Narsapur,5,5,0,5,0,0,0,0,0.0,57.0,40.2,2.8,14.2,0.4512,2.2562,0.0,100.0,Cotton,3,Healthy,5,Low
1,ADILABAD,109,ICHODA,0109035,Lingapur,1,1,0,0,0,1,0,1,0.8,106.0,54.0,6.0,14.0,0.5547,0.5547,100.0,100.0,Cotton,1,Diseased,1,Very High
1,ADILABAD,109,ICHODA,0109037,Gandiwagu,1,1,0,0,1,0,0,1,0.5,69.0,43.0,2.0,11.0,0.2643,0.2643,100.0,100.0,Cotton,1,Stressed,1,High
1,ADILABAD,109,ICHODA,0109F01,FOREST,1,1,0,1,0,0,0,0,0.0,77.0,55.0,5.0,16.0,0.3421,0.3421,0.0,100.0,Cotton,1,Healthy,1,Low
1,ADILABAD,109,ICHODA,0109F02,FOREST,4,4,0,3,0,0,1,1,0.225,78.5,51.5,3.25,13.75,0.5889,2.3556,25.0,100.0,Cotton,4,Healthy,3,Moderate
1,ADILABAD,109,ICHODA,0109F03,FOREST,4,4,0,3,0,0,1,1,0.225,91.75,47.75,4.75,13.25,0.5936,2.3744,25.0,100.0,Cotton,4,Healthy,3,Moderate
1,ADILABAD,110,BAZARHATHNOOR,0110002,Girjai,9,9,0,8,0,1,0,1,0.0889,136.3333,47.4444,4.0,21.1111,0.1902,1.7115,11.11111111111111,100.0,Maize,8,Healthy,8,Low
1,ADILABAD,110,BAZARHATHNOOR,0110008,Yesapur,1,1,0,0,0,0,1,1,0.9,38.0,32.0,3.0,12.0,0.1076,0.1076,100.0,100.0,Bengal Gram,1,Pests,1,Very High
1,ADILABAD,110,BAZARHATHNOOR,0110009,Gokonda,4,4,0,3,0,0,1,1,0.225,45.0,33.0,1.75,10.5,0.279,1.1159,25.0,100.0,Bengal Gram,4,Healthy,3,Moderate
1,ADILABAD,110,BAZARHATHNOOR,0110010,Dhabadi,5,5,0,4,1,0,0,1,0.1,162.0,48.8,3.2,21.6,0.0916,0.4582,20.0,100.0,Maize,5,Healthy,4,Low
1,ADILABAD,110,BAZARHATHNOOR,0110011,Bhutai (Khurd),11,11,0,10,1,0,0,1,0.0455,176.0,51.1818,3.2727,22.1818,0.2941,3.235,9.090909090909092,100.0,Maize,11,Healthy,10,Low
1,ADILABAD,110,BAZARHATHNOOR,0110012,Mankapur (P),2,2,0,2,0,0,0,0,0.0,202.5,57.5,2.5,23.0,0.1939,0.3878,0.0,100.0,Maize,2,Healthy,2,Low
1,ADILABAD,110,BAZARHATHNOOR,0110013,Jatarla,4,4,0,4,0,0,0,0,0.0,43.5,28.5,2.0,9.25,0.2456,0.9824,0.0,100.0,Bengal Gram,4,Healthy,4,Low
1,ADILABAD,110,BAZARHATHNOOR,0110014,Bhutai (Buzurg),36,36,0,30,3,2,1,6,0.1111,135.4167,43.2222,2.7222,18.5,0.1612,5.8017,16.666666666666664,100.0,Maize,26,Healthy,30,Low
1,ADILABAD,110,BAZARHATHNOOR,0110015,Chintal Sangvi,22,22,0,19,1,1,1,3,0.1,42.8636,32.7727,1.9545,10.1364,0.3378,7.4318,13.636363636363637,100.0,Bengal Gram,21,Healthy,19,Low
1,ADILABAD,110,BAZARHATHNOOR,0110016,Dehgaon,17,17,0,15,1,0,1,2,0.0824,44.4706,33.1176,1.9412,10.0588,0.3985,6.7738,11.76470588235294,100.0,Bengal Gram,16,Healthy,15,Low
1,ADILABAD,110,BAZARHATHNOOR,0110017,Bhosra,1,1,0,1,0,0,0,0,0.0,30.0,39.0,2.0,10.0,0.5195,0.5195,0.0,100.0,Bengal Gram,1,Healthy,1,Low
1,ADILABAD,110,BAZARHATHNOOR,0110018,Dharampuri,1,1,0,0,0,0,1,1,0.9,30.0,20.0,2.0,12.0,0.4722,0.4722,100.0,100.0,Bengal Gram,1,Pests,1,Very High
1,ADILABAD,110,BAZARHATHNOOR,0110021,Dignoor,7,7,0,5,1,0,1,2,0.2,95.5714,50.8571,3.7143,14.7143,0.2432,1.7024,28.57142857142857,100.0,Cotton,7,Healthy,5,Low
1,ADILABAD,110,BAZARHATHNOOR,0110022,Girnur,1,1,0,1,0,0,0,0,0.0,31.0,34.0,1.0,8.0,0.8456,0.8456,0.0,100.0,Bengal Gram,1,Healthy,1,Low
1,ADILABAD,110,BAZARHATHNOOR,0110023,Balanpur,1,1,0,1,0,0,0,0,0.0,33.0,27.0,2.0,11.0,0.393,0.393,0.0,100.0,Bengal Gram,1,Healthy,1,Low
1,ADILABAD,110,BAZARHATHNOOR,0110024,Bazarhatnur,6,6,0,4,1,0,1,2,0.2333,83.1667,40.8333,3.3333,12.8333,0.7369,4.4213,33.33333333333333,100.0,Bengal Gram,3,Healthy,4,Moderate
1,ADILABAD,110,BAZARHATHNOOR,0110030,Pipri,10,10,0,8,0,1,1,2,0.17,88.4,47.5,3.5,13.2,0.5018,5.0178,20.0,100.0,Cotton,9,Healthy,8,Low
1,ADILABAD,110,BAZARHATHNOOR,0110031,Warthamanoor,7,7,0,6,0,0,1,1,0.1286,81.2857,50.2857,4.4286,13.2857,0.575,4.0247,14.285714285714285,100.0,Cotton,7,Healthy,6,Low
1,ADILABAD,110,BAZARHATHNOOR,0110F01,FOREST,4,4,0,4,0,0,0,0,0.0,70.25,49.25,2.5,11.75,0.5469,2.1876,0.0,100.0,Cotton,3,Healthy,4,Low
1,ADILABAD,111,BOATH,0111002,Gollapur,1,1,0,0,0,1,0,1,0.8,31.0,28.0,1.0,12.0,0.4843,0.4843,100.0,100.0,Bengal Gram,1,Diseased,1,Very High
1,ADILABAD,111,BOATH,0111003,Chintalabori,1,1,0,1,0,0,0,0,0.0,46.0,24.0,3.0,11.0,0.1489,0.1489,0.0,100.0,Bengal Gram,1,Healthy,1,Low
1,ADILABAD,111,BOATH,0111004,Ghanpur,4,4,0,3,1,0,0,1,0.125,77.25,44.0,2.25,12.25,0.8312,3.325,25.0,100.0,Cotton,2,Healthy,3,Low
1,ADILABAD,111,BOATH,0111005,Pardi (Buzurg),4,4,0,2,0,0,2,2,0.45,35.0,28.25,2.0,10.5,0.3774,1.5095,50.0,100.0,Bengal Gram,4,Healthy,2,Moderate
1,ADILABAD,111,BOATH,0111006,Sonala,13,13,0,11,1,0,1,2,0.1077,74.0,37.1538,2.6923,14.0,0.3412,4.4352,15.384615384615383,100.0,Bengal Gram,8,Healthy,11,Low
1,ADILABAD,111,BOATH,0111007,Kowtha (Khurd),5,5,0,2,3,0,0,3,0.3,88.2,48.8,3.8,13.4,0.7266,3.6331,60.0,100.0,Cotton,4,Stressed,3,Moderate
1,ADILABAD,111,BOATH,0111008,Dera,2,2,0,0,1,0,1,2,0.7,43.0,35.5,2.0,12.0,0.3817,0.7634,100.0,100.0,Bengal Gram,2,Pests,1,High
1,ADILABAD,111,BOATH,0111009,Sangvi,3,3,0,3,0,0,0,0,0.0,93.3333,48.0,4.0,12.3333,0.3617,1.0851,0.0,100.0,Cotton,3,Healthy,3,Low
1,ADILABAD,111,BOATH,0111011,Demmi,5,5,0,4,0,1,0,1,0.16,71.6,42.4,3.6,15.0,0.5602,2.8008,20.0,100.0,Cotton,3,Healthy,4,Low
1,ADILABAD,111,BOATH,0111012,Kangutta,9,9,0,8,0,0,1,1,0.1,180.6667,49.5556,3.7778,20.4444,0.2977,2.6794,11.11111111111111,100.0,Maize,8,Healthy,8,Low
1,ADILABAD,111,BOATH,0111013,Sakhera,7,7,0,7,0,0,0,0,0.0,73.5714,48.7143,2.4286,16.0,0.4273,2.9914,0.0,100.0,Cotton,6,Healthy,7,Low
1,ADILABAD,111,BOATH,0111014,Tewiti,7,7,0,6,1,0,0,1,0.0714,41.8571,34.4286,2.2857,10.1429,0.3185,2.2297,14.285714285714285,100.0,Bengal Gram,7,Healthy,6,Low
1,ADILABAD,111,BOATH,0111015,Medi,8,8,0,7,0,0,1,1,0.1125,115.0,49.25,4.25,17.25,0.254,2.0318,12.5,100.0,Cotton,5,Healthy,7,Low
1,ADILABAD,111,BOATH,0111016,Karathwada,6,6,0,4,0,0,2,2,0.3,72.5,47.1667,3.3333,14.6667,0.4441,2.6644,33.33333333333333,100.0,Cotton,5,Healthy,4,Moderate
1,ADILABAD,111,BOATH,0111017,Pardi (Khurd),3,3,0,2,1,0,0,1,0.1667,37.3333,29.0,1.6667,11.0,0.2499,0.7497,33.33333333333333,100.0,Bengal Gram,3,Healthy,2,Low
1,ADILABAD,111,BOATH,0111018,Nakkalawada,1,1,0,1,0,0,0,0,0.0,103.0,60.0,5.0,18.0,0.5064,0.5064,0.0,100.0,Cotton,1,Healthy,1,Low
1,ADILABAD,111,BOATH,0111019,Babera,9,9,0,5,1,0,3,4,0.3556,42.4444,29.2222,2.3333,9.6667,0.438,3.9424,44.44444444444444,100.0,Bengal Gram,9,Healthy,5,Moderate
1,ADILABAD,111,BOATH,0111020,Kantegaon,2,2,0,2,0,0,0,0,0.0,90.0,53.0,3.5,11.5,0.2997,0.5994,0.0,100.0,Cotton,2,Healthy,2,Low
1,ADILABAD,111,BOATH,0111021,Nigini,9,9,0,8,0,0,1,1,0.1,38.5556,29.5556,1.6667,9.8889,0.4291,3.8622,11.11111111111111,100.0,Bengal Gram,9,Healthy,8,Low
1,ADILABAD,111,BOATH,0111022,Marlapalle,6,6,0,6,0,0,0,0,0.0,62.5,37.0,2.8333,11.6667,0.3687,2.2125,0.0,100.0,Bengal Gram,3,Healthy,6,Low
1,ADILABAD,111,BOATH,0111023,Suradapur,5,5,0,4,0,0,1,1,0.18,127.6,40.8,3.0,17.0,0.2485,1.2423,20.0,100.0,Maize,3,Healthy,4,Low
1,ADILABAD,111,BOATH,0111025,Keslapur,3,3,0,3,0,0,0,0,0.0,72.3333,39.3333,3.3333,15.0,0.3065,0.9195,0.0,100.0,Cotton,2,Healthy,3,Low
1,ADILABAD,111,BOATH,0111026,Boath (Khurd),4,4,0,3,0,1,0,1,0.2,138.5,45.5,2.75,17.25,0.7487,2.9948,25.0,100.0,Maize,2,Healthy,3,Low
1,ADILABAD,111,BOATH,0111027,Boath (Buzurg),5,5,0,4,1,0,0,1,0.1,85.8,41.6,3.4,13.2,0.4599,2.2993,20.0,100.0,Bengal Gram,2,Healthy,4,Low
1,ADILABAD,111,BOATH,0111029,Venkatapur,3,3,0,2,0,1,0,1,0.2667,63.3333,36.3333,2.6667,10.0,0.4017,1.2051,33.33333333333333,100.0,Bengal Gram,2,Healthy,2,Moderate
1,ADILABAD,111,BOATH,0111030,Pochera,8,8,0,7,0,1,0,1,0.1,59.0,38.875,3.375,12.375,0.4404,3.5236,12.5,100.0,Bengal Gram,4,Healthy,7,Low
1,ADILABAD,111,BOATH,0111031,Kuchalapur,7,7,0,4,2,1,0,3,0.2571,42.8571,27.1429,2.2857,9.5714,0.3596,2.517,42.85714285714285,100.0,Bengal Gram,7,Healthy,4,Moderate
1,ADILABAD,111,BOATH,0111033,Birlagondi,2,2,0,2,0,0,0,0,0.0,37.0,31.5,2.0,9.0,0.3194,0.6388,0.0,100.0,Bengal Gram,2,Healthy,2,Low
1,ADILABAD,111,BOATH,0111034,Anduru,12,12,0,9,2,0,1,3,0.1583,35.5833,29.6667,2.3333,10.5,0.5188,6.2258,25.0,100.0,Bengal Gram,12,Healthy,9,Low
1,ADILABAD,111,BOATH,0111035,Narayanpur,1,1,0,1,0,0,0,0,0.0,41.0,25.0,1.0,8.0,0.4173,0.4173,0.0,100.0,Bengal Gram,1,Healthy,1,Low
1,ADILABAD,111,BOATH,0111036,Dhannur  (Khurd),6,6,0,6,0,0,0,0,0.0,36.5,32.6667,1.8333,10.0,0.3846,2.3079,0.0,100.0,Bengal Gram,6,Healthy,6,Low
1,ADILABAD,111,BOATH,0111037,Dhannur (Buzurg),8,8,0,7,1,0,0,1,0.0625,35.25,32.25,2.25,10.875,0.2468,1.974,12.5,100.0,Bengal Gram,8,Healthy,7,Low
1,ADILABAD,111,BOATH,0111F01,FOREST,1,1,0,1,0,0,0,0,0.0,32.0,32.0,1.0,12.0,0.0167,0.0167,0.0,100.0,Bengal Gram,1,Healthy,1,Low
1,ADILABAD,112,NERADIGONDA,0112004,Tarnam (Buzurg),2,2,0,1,1,0,0,1,0.25,38.0,25.5,2.0,10.0,0.0896,0.1791,50.0,100.0,Bengal Gram,2,Healthy,1,Moderate
1,ADILABAD,112,NERADIGONDA,0112011,Tarnam (Khurd),2,2,0,1,0,0,1,1,0.45,93.0,45.0,3.0,15.0,0.4761,0.9522,50.0,100.0,Cotton,2,Healthy,1,Moderate
1,ADILABAD,112,NERADIGONDA,0112012,Kupti (Khurd),1,1,0,0,1,0,0,1,0.5,94.0,58.0,2.0,18.0,0.5404,0.5404,100.0,100.0,Cotton,1,Stressed,1,High
1,ADILABAD,112,NERADIGONDA,0112016,Tejapur,3,3,0,1,1,0,1,2,0.4667,54.3333,37.3333,2.3333,12.0,0.1591,0.4772,66.66666666666666,100.0,Bengal Gram,2,Healthy,1,High
1,ADILABAD,112,NERADIGONDA,0112018,Lokhampur,1,1,0,1,0,0,0,0,0.0,87.0,51.0,4.0,14.0,0.5205,0.5205,0.0,100.0,Cotton,1,Healthy,1,Low
1,ADILABAD,112,NERADIGONDA,0112019,Sowergaon,3,3,0,3,0,0,0,0,0.0,38.6667,27.3333,3.0,9.3333,0.0307,0.092,0.0,100.0,Bengal Gram,3,Healthy,3,Low
1,ADILABAD,112,NERADIGONDA,0112022,Peechra,4,4,0,4,0,0,0,0,0.0,95.75,52.5,4.75,14.25,0.5086,2.0344,0.0,100.0,Cotton,4,Healthy,4,Low
1,ADILABAD,112,NERADIGONDA,0112024,Neradigonda,3,3,0,3,0,0,0,0,0.0,42.0,22.0,1.3333,10.0,0.1396,0.4188,0.0,100.0,Bengal Gram,3,Healthy,3,Low
1,ADILABAD,112,NERADIGONDA,0112025,Buddikonda,7,7,0,5,1,1,0,2,0.1857,39.2857,31.0,1.4286,11.0,0.5727,4.0091,28.57142857142857,100.0,Bengal Gram,7,Healthy,5,Low
1,ADILABAD,112,NERADIGONDA,0112026,Darba,4,4,0,4,0,0,0,0,0.0,39.25,29.25,1.75,11.25,0.5746,2.2984,0.0,100.0,Bengal Gram,4,Healthy,4,Low
1,ADILABAD,112,NERADIGONDA,0112027,Bondadi,3,3,0,2,0,0,1,1,0.3,37.3333,33.3333,2.6667,11.0,0.2833,0.8499,33.33333333333333,100.0,Bengal Gram,3,Healthy,2,Moderate
1,ADILABAD,112,NERADIGONDA,0112028,Surdapur,1,1,0,1,0,0,0,0,0.0,32.0,24.0,1.0,10.0,0.0739,0.0739,0.0,100.0,Bengal Gram,1,Healthy,1,Low
1,ADILABAD,112,NERADIGONDA,0112029,Waddur,1,1,0,1,0,0,0,0,0.0,49.0,27.0,1.0,9.0,0.1707,0.1707,0.0,100.0,Bengal Gram,1,Healthy,1,Low
1,ADILABAD,112,NERADIGONDA,0112043,Arepalle,1,1,0,1,0,0,0,0,0.0,83.0,42.0,6.0,11.0,0.7062,0.7062,0.0,100.0,Cotton,1,Healthy,1,Low
1,ADILABAD,112,NERADIGONDA,0112F01,FOREST,1,1,0,0,0,0,1,1,0.9,72.0,56.0,2.0,10.0,0.3463,0.3463,100.0,100.0,Cotton,1,Pests,1,Very High
1,ADILABAD,112,NERADIGONDA,0112F02,FOREST,5,5,0,4,0,0,1,1,0.18,106.4,50.4,3.6,14.8,0.75,3.75,20.0,100.0,Cotton,5,Healthy,4,Low
1,ADILABAD,113,SARANGAPUR,0113011,Kowtla (Buzurg),8,2,6,2,0,0,0,0,0.0,84.125,65.625,4.0,17.0,0.8567,6.8539,0.0,25.0,Cotton,4,Healthy,2,Low
1,ADILABAD,113,SARANGAPUR,0113012,Chincholi (Malak),2,2,0,2,0,0,0,0,0.0,75.5,54.0,4.0,12.5,0.3638,0.7277,0.0,100.0,Cotton,2,Healthy,2,Low
1,ADILABAD,113,SARANGAPUR,0113017,Beervelli,7,7,0,6,0,1,0,1,0.1143,139.1429,54.1429,3.0,23.0,0.6316,4.4211,14.285714285714285,100.0,Maize,7,Healthy,6,Low
